"System_ID","FIPS","System_Name","FTE_Reported_on_2025_QBE_Allotment","Local_Revenues","Per_FTE_Local","X_Local","State_Revenues","Per_FTE_State","X_State","Federal_Revenues","Per_FTE_Federal","X_Federal","Total_Revenues","Per_FTE_Total_Revenues","Instruction","Per_FTE_Instruction","Pupil_Services","Per_FTE_Pupil_Services","Staff_Services","X","Per_FTE_Staff_Services","General_Administration","Per_FTE_General_Administration","School_Administration","Per_FTE_School_Administration","Transportation","Per_FTE_Transportation","Maintenance_Operation","Per_FTE_Maintenance_Operation","Total_Expenditure","Per_FTE_total_Expenditure"
"7830632",NA,"State Specialty Schools II-Atlanta Unbound Academy","187","21,101.90","112.84","0.61","3,090,335.00","16,525.86","89.46","343,041.00","1,834.44","9.93","3,454,477.90","18,473.14","1,597,750.31","8,544.12","377,925.84","2,020.99","234,899.96","","1,256.15","109,526.48","585.7","650,660.95","3,479.47","","","782,804.82","4,186.12","3,753,568.36","20,072.55"
"7830633",NA,"State Specialty Schools II-D.E.L.T.A. STEAM Academy","386","222,616.95","576.73","4.11","4,938,395.76","12,793.77","91.19","254,249.24","658.68","4.7","5,415,261.95","14,029.18","3,494,713.93","9,053.66","194,374.00","503.56","274,287.45","","710.59","224,319.34","581.14","752,409.55","1,949.25","44,800.00","116.06","860,699.19","2,229.79","5,845,603.46","15,144.05"
"7830634",NA,"State Specialty Schools II-Georgia Fugees Academy Charter School","236","1,984,864.01","8,410.44","53.26","1,477,408.44","6,260.21","39.64","264,746.98","1,121.81","7.1","3,727,019.43","15,792.46","1,266,821.76","5,367.89","629,574.60","2,667.69","16,196.65","","68.63","151,723.15","642.89","634,341.21","2,687.89","318,480.47","1,349.49","385,317.49","1,632.70","3,402,455.33","14,417.18"
"7830636",NA,"State Specialty Schools II-Northwest Classical Academy","810","7,478,691.06","9,232.95","57.96","5,066,101.00","6,254.45","39.27","357,420.03","441.26","2.77","12,902,212.09","15,928.66","4,790,887.03","5,914.68","1,410,815.21","1,741.75","352,893.97","","435.67","1,741,307.15","2,149.76","1,966,580.90","2,427.88","25,671.11","31.69","782,312.11","965.82","11,070,467.48","13,667.25"
"7830637",NA,"State Specialty Schools II-DeKalb Brilliance Academy","351","1,029,599.96","2,933.33","15.16","5,231,022.00","14,903.20","77.03","530,690.91","1,511.94","7.81","6,791,312.87","19,348.47","3,559,147.99","10,140.02","748,498.32","2,132.47","65,275.48","","185.97","870,184.46","2,479.16","599,348.06","1,707.54","","","418,065.59","1,191.07","6,260,519.90","17,836.23"
"7830638",NA,"State Specialty Schools II-PEACE Academy Charter School","232","259,552.97","1,118.76","6.74","3,345,084.00","14,418.47","86.81","248,905.38","1,072.87","6.46","3,853,542.35","16,610.10","1,975,821.69","8,516.47","228,253.78","983.85","213,866.69","","921.84","165,931.06","715.22","780,522.61","3,364.32","","","159,718.45","688.44","3,524,114.28","15,190.14"
"7830639",NA,"State Specialty Schools II-Miles Ahead Charter School","256","833,937.26","3,257.57","18.21","3,553,958.00","13,882.65","77.61","191,229.12","746.99","4.18","4,579,124.38","17,887.21","2,530,305.37","9,884.01","424,320.33","1,657.50","219,957.54","","859.21","874,288.60","3,415.19","96,870.29","378.4","110,000.00","429.69","248,745.17","971.66","4,504,487.30","17,595.66"
"7830640",NA,"State Specialty Schools II-Liberation Academy","129","413,476.72","3,205.25","16.2","1,991,888.00","15,440.99","78.04","147,053.65","1,139.95","5.76","2,552,418.37","19,786.19","1,199,749.66","9,300.38","193,039.41","1,496.43","36,916.64","","286.18","520,656.52","4,036.10","225,706.27","1,749.66","25,200.00","195.35","132,946.94","1,030.60","2,334,215.44","18,094.70"
"7830641",NA,"State Specialty Schools II-Resurgence Hall Middle Academy","209","268,682.59","1,285.56","7.83","2,998,128.00","14,345.11","87.39","163,913.00","784.27","4.78","3,430,723.59","16,414.94","1,347,326.27","6,446.54","220,014.81","1,052.70","187,084.39","","895.14","86,369.46","413.25","779,015.10","3,727.34","5,497.57","26.3","139,345.53","666.73","2,764,653.13","13,228.00"
"7830642",NA,"State Specialty Schools II-Destinations Career Academy of Georgia (Virtual)","599","","","","5,254,237.00","8,771.68","92.55","422,962.06","706.11","7.45","5,677,199.06","9,477.79","3,251,114.79","5,427.57","641,855.09","1,071.54","85,906.93","","143.42","621,587.73","1,037.71","354,453.92","591.74","","","34,669.20","57.88","4,989,587.66","8,329.86"
"7830643",NA,"State Specialty Schools II-Amana Academy West Atlanta","216","160,579.45","743.42","4.44","3,363,569.55","15,572.08","92.93","95,271.26","441.07","2.63","3,619,420.26","16,756.57","1,900,343.94","8,797.89","404,728.24","1,873.74","77,254.42","","357.66","468,247.11","2,167.81","280,776.00","1,299.89","84,193.15","389.78","701,291.68","3,246.72","3,916,834.54","18,133.49"
"7830644",NA,"State Specialty Schools II-The Anchor School","207","415,531.89","2,007.40","10.49","2,739,997.10","13,236.70","69.15","806,817.91","3,897.67","20.36","3,962,346.90","19,141.77","1,562,811.10","7,549.81","291,943.68","1,410.36","125,507.91","","606.32","408,102.38","1,971.51","424,825.32","2,052.30","87,294.64","421.71","291,680.41","1,409.08","3,192,165.44","15,421.09"
"7830645",NA,"State Specialty Schools II-Zest Preparatory Academy School","207","3,077,510.94","14,867.20","96.53","-71,783.79","-346.78","-2.25","182,450.59","881.4","5.72","3,188,177.74","15,401.82","1,502,318.33","7,257.58","397,931.59","1,922.37","","","","389,504.31","1,881.66","232,726.72","1,124.28","","","446,603.70","2,157.51","2,969,084.65","14,343.40"
"7830646",NA,"State Specialty Schools II-Sankofa Montessori","145","414,914.94","2,861.48","14.34","2,159,921.00","14,896.01","74.63","319,407.82","2,202.81","11.04","2,894,243.76","19,960.30","1,079,542.43","7,445.12","427,256.93","2,946.60","123,915.88","","854.59","140,757.21","970.74","539,226.08","3,718.80","","","255,941.21","1,765.11","2,566,639.74","17,700.96"
"7830647",NA,"State Specialty Schools II-RISE Preparatory Charter School","319","225,831.27","707.94","2.98","7,205,758.13","22,588.58","95.1","145,723.46","456.81","1.92","7,577,312.86","23,753.33","2,528,206.24","7,925.41","450,556.66","1,412.40","149,128.99","","467.49","653,894.86","2,049.83","596,581.59","1,870.16","184,147.22","577.26","574,113.91","1,799.73","5,136,629.47","16,102.28"
"7830648",NA,"State Specialty Schools II-Excelsior Village Academies","88","457,427.47","5,198.04","18.43","1,150,733.00","13,076.51","46.36","873,933.59","9,931.06","35.21","2,482,094.06","28,205.61","484,342.91","5,503.90","468,431.05","5,323.08","13,920.00","","158.18","495,936.67","5,635.64","171,128.68","1,944.64","","","141,954.01","1,613.11","1,775,713.32","20,178.55"
"7830649",NA,"State Specialty Schools II-Rocky Creek Charter Academy","47","104,297.55","2,219.10","10.99","734,067.00","15,618.45","77.32","110,962.75","2,360.91","11.69","949,327.30","20,198.46","580,034.36","12,341.16","6,447.50","137.18","41,093.62","","874.33","6,084.27","129.45","150,243.38","3,196.67","","","108,297.29","2,304.20","892,200.42","18,982.99"
"784",NA,"Pelham City","1,211","1,385,947.12","1,144.47","7.37","15,585,931.44","12,870.30","82.94","1,820,703.90","1,503.47","9.69","18,792,582.46","15,518.24","11,589,196.43","9,569.94","642,076.82","530.2","1,242,354.83","","1,025.89","701,263.85","579.08","1,329,611.42","1,097.95","816,734.83","674.43","1,558,328.80","1,286.81","17,879,566.98","14,764.30"
"785",NA,"Rome City","6,446","33,767,352.38","5,238.50","33.98","56,026,700.83","8,691.70","56.38","9,585,922.91","1,487.11","9.65","99,379,976.12","15,417.31","57,263,494.70","8,883.57","5,604,825.34","869.5","3,856,992.58","","598.35","3,871,067.38","600.54","5,812,924.07","901.79","3,665,679.32","568.68","9,489,259.10","1,472.12","89,564,242.49","13,894.55"
"786",NA,"Social Circle City","1,952","8,808,929.64","4,512.77","29.76","19,582,996.96","10,032.27","66.16","1,208,370.36","619.04","4.08","29,600,296.96","15,164.08","18,017,113.32","9,230.08","1,999,524.75","1,024.35","1,338,539.96","","685.73","2,117,613.73","1,084.84","1,909,648.86","978.3","1,469,867.85","753.01","2,214,400.52","1,134.43","29,066,708.99","14,890.74"
"789",NA,"Thomasville City","2,490","16,538,344.28","6,641.91","42.03","18,884,652.82","7,584.20","47.99","3,929,413.45","1,578.08","9.99","39,352,410.55","15,804.19","24,121,000.78","9,687.15","2,606,237.34","1,046.68","3,114,070.33","","1,250.63","2,174,910.61","873.46","2,756,175.87","1,106.90","1,513,263.70","607.74","3,336,156.17","1,339.82","39,621,814.80","15,912.38"
"791",NA,"Trion City","1,198","2,211,870.38","1,846.30","11.66","16,023,038.48","13,374.82","84.47","733,102.44","611.94","3.86","18,968,011.30","15,833.06","10,782,129.99","9,000.11","959,626.99","801.02","797,604.14","","665.78","1,205,030.57","1,005.87","1,177,609.23","982.98","74,334.76","62.05","2,656,251.00","2,217.24","17,652,586.68","14,735.05"
"792",NA,"Valdosta City","8,107","38,972,870.41","4,807.31","33.69","63,695,128.96","7,856.81","55.07","13,000,766.41","1,603.65","11.24","115,668,765.78","14,267.77","66,458,781.49","8,197.70","6,059,083.35","747.39","7,877,199.42","","971.65","4,518,783.50","557.39","6,515,820.07","803.73","4,641,903.81","572.58","12,249,877.35","1,511.02","108,321,448.99","13,361.46"
"793",NA,"Vidalia City","2,165","8,282,115.78","3,825.46","27.52","18,808,721.03","8,687.63","62.5","3,004,195.31","1,387.62","9.98","30,095,032.12","13,900.71","18,581,216.23","8,582.55","2,032,280.95","938.7","2,036,784.03","","940.78","1,538,252.10","710.51","1,965,506.29","907.86","1,190,470.75","549.87","3,157,116.26","1,458.25","30,501,626.61","14,088.52"
"State Total",NA,"","1,744,600","12,170,264,061.63","6,975.96","50.74","13,545,123,078.79","7,764.03","50.44","1,793,537,165.07","1,028.05","6.52","27,508,924,305.49","15,768.04","16,846,685,816.12","9,656.47","1,472,359,593.14","843.95","1,510,661,336.59","","865.91","1,310,423,632.07","751.13","1,720,238,599.29","986.04","1,440,260,245.47","825.55","2,353,907,068.39","1,349.25","26,654,536,291.07","15,278.31"
